t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_cm_split,c_su_merge,c_bstar,c_backoff_strategy,c_cm_update_tracker_pct,c_restarts_threshold,tpcc_warehouse_count,tpcc_warehouse_affinity,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_researchy_0,dt_researchy_1,dt_researchy_2,dt_researchy_3,dt_researchy_4,dt_researchy_5,dt_researchy_6,dt_researchy_7,dt_researchy_8,dt_researchy_9,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,cm_split_succ_counter,cm_split_fail_counter,cm_merge_succ_counter,cm_merge_fail_counter,su_merge_partial_counter,su_merge_full_counter
3,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,22.5139,1475471,100,0,0,0,0,0,0,0,0,90.3261,0,0,0,23975957,0,0,119.898,0,0,0,99106,0,1461701,266564,78247.2,988.842,397.047,82380.5,0.29354,119.898,3.23576,0,0,0,0,0,0,0,0,0,0,6,order,0,40,81,85,0,0,0,0,0,0
3,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,22.5139,1475471,100,0,0,0,0,0,0,0,0,90.3261,0,0,0,23975957,0,0,119.898,0,0,0,99106,0,1461701,266564,78247.2,988.842,397.047,82380.5,0.29354,119.898,3.23576,0,0,0,0,0,0,0,0,0,0,5,neworder,0,0,393,222,0,0,0,0,0,0
3,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,22.5139,1475471,100,0,0,0,0,0,0,0,0,90.3261,0,0,0,23975957,0,0,119.898,0,0,0,99106,0,1461701,266564,78247.2,988.842,397.047,82380.5,0.29354,119.898,3.23576,0,0,0,0,0,0,0,0,0,0,1,district,0,28572,0,22537,0,0,0,0,0,0
3,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,22.5139,1475471,100,0,0,0,0,0,0,0,0,90.3261,0,0,0,23975957,0,0,119.898,0,0,0,99106,0,1461701,266564,78247.2,988.842,397.047,82380.5,0.29354,119.898,3.23576,0,0,0,0,0,0,0,0,0,0,0,warehouse,0,10547309,0,2435600,0,0,0,0,0,0
3,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,22.5139,1475471,100,0,0,0,0,0,0,0,0,90.3261,0,0,0,23975957,0,0,119.898,0,0,0,99106,0,1461701,266564,78247.2,988.842,397.047,82380.5,0.29354,119.898,3.23576,0,0,0,0,0,0,0,0,0,0,2,customer,0,14,0,2,0,0,0,0,0,0
3,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,22.5139,1475471,100,0,0,0,0,0,0,0,0,90.3261,0,0,0,23975957,0,0,119.898,0,0,0,99106,0,1461701,266564,78247.2,988.842,397.047,82380.5,0.29354,119.898,3.23576,0,0,0,0,0,0,0,0,0,0,3,customerwdl,0,0,0,0,0,0,0,0,0,0
3,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,22.5139,1475471,100,0,0,0,0,0,0,0,0,90.3261,0,0,0,23975957,0,0,119.898,0,0,0,99106,0,1461701,266564,78247.2,988.842,397.047,82380.5,0.29354,119.898,3.23576,0,0,0,0,0,0,0,0,0,0,4,history,0,0,6,0,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,10,stock,0,136,0,319,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,9,item,0,0,0,0,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,8,orderline,0,5292,6662,19,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,7,order_wdc,0,0,29,3,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,6,order,0,38,79,82,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,5,neworder,0,0,385,230,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,1,district,0,28696,0,22642,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,0,warehouse,0,10546262,0,2426236,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,2,customer,0,6,0,6,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,3,customerwdl,0,0,0,0,0,0,0,0,0,0
4,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,23.9849,1571873,100,0,0,0,0,0,0,0,0,89.6941,0,0,0,23924959,0,0,119.892,0,0,0,98308,0,1457119,267188,78452,990.178,397.87,82640.1,0.293621,119.892,3.23315,0,0,0,0,0,0,0,0,0,0,4,history,0,0,6,0,0,0,0,0,0,0
5,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,25.4574,1668373,100,0,0,0,0,0,0,0,0,89.0614,0,0,0,23923008,0,0,119.892,0,0,0,98367,0,1459209,266769,78410.5,991.971,397.654,82524.1,0.293927,119.892,3.23262,0,0,0,0,0,0,0,0,0,0,10,stock,0,116,0,279,0,0,0,0,0,0
5,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,25.4574,1668373,100,0,0,0,0,0,0,0,0,89.0614,0,0,0,23923008,0,0,119.892,0,0,0,98367,0,1459209,266769,78410.5,991.971,397.654,82524.1,0.293927,119.892,3.23262,0,0,0,0,0,0,0,0,0,0,9,item,0,0,0,0,0,0,0,0,0,0
5,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,25.4574,1668373,100,0,0,0,0,0,0,0,0,89.0614,0,0,0,23923008,0,0,119.892,0,0,0,98367,0,1459209,266769,78410.5,991.971,397.654,82524.1,0.293927,119.892,3.23262,0,0,0,0,0,0,0,0,0,0,8,orderline,0,5054,6895,10,0,0,0,0,0,0
5,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,25.4574,1668373,100,0,0,0,0,0,0,0,0,89.0614,0,0,0,23923008,0,0,119.892,0,0,0,98367,0,1459209,266769,78410.5,991.971,397.654,82524.1,0.293927,119.892,3.23262,0,0,0,0,0,0,0,0,0,0,7,order_wdc,0,0,14,2,0,0,0,0,0,0
5,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,25.4574,1668373,100,0,0,0,0,0,0,0,0,89.0614,0,0,0,23923008,0,0,119.892,0,0,0,98367,0,1459209,266769,78410.5,991.971,397.654,82524.1,0.293927,119.892,3.23262,0,0,0,0,0,0,0,0,0,0,6,order,0,50,53,57,0,0,0,0,0,0
5,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,25.4574,1668373,100,0,0,0,0,0,0,0,0,89.0614,0,0,0,23923008,0,0,119.892,0,0,0,98367,0,1459209,266769,78410.5,991.971,397.654,82524.1,0.293927,119.892,3.23262,0,0,0,0,0,0,0,0,0,0,5,neworder,0,0,366,178,0,0,0,0,0,0
5,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,25.4574,1668373,100,0,0,0,0,0,0,0,0,89.0614,0,0,0,23923008,0,0,119.892,0,0,0,98367,0,1459209,266769,78410.5,991.971,397.654,82524.1,0.293927,119.892,3.23262,0,0,0,0,0,0,0,0,0,0,1,district,0,28661,0,22644,0,0,0,0,0,0
5,120,1,20,4,6,240,0,0,300,0,0,0,0,0,1,100,100,0,25.4574,1668373,100,0,0,0,0,0,0,0,0,89.0614,0,0,0,23923008,0,0,119.892,0,0,0,98367,0,1459209,266769,78410.5,991.971,397.654,82524.1,0.293927,119.892,3.23262,0,0,0,0,0,0,0,0,0,0,0,warehouse,0,10531455,0,2427160,0,0,0,0,0,0
