t,tpcc_warehouse_count,tpcc_warehouse_affinity,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,symbol
25,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.67,119843766,13.01,9.16,77.84,62.86,4.23,166726476925404,117693,289045,289045,0.42,4.74,19,1681.91,26406,111742,109503,9.78,4449,1552.27,70,1686.01,9225,1
25,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.11,120069013,49.55,14.56,35.88,10.47,14.35,49777068255921.4,222890,1145,1148,0.69,6.67,19,3207.72,80,207037,202799,16.19,106953,2810.08,138,3068.34,18192,1
25,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1157.7,75871252,22.09,7.02,70.89,57.59,4.66,441465119412128,158981,101397,101397,0.39,4.64,19,1881.66,8121,151099,124501,9.16,6065,1624.16,1710,2183.95,14398,4
26,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.67,119843838,13.06,9.65,77.3,61.19,4.31,71247074525943.1,120095,304497,304497,0.42,4.75,19,1718.01,27713,114032,111716,10.58,4917,1581.15,72,1704.64,8936,1
26,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.11,120069151,55.95,13.69,30.36,7.51,15.06,91207256433277.1,221772,985,983,0.74,6.62,19,3164.01,61,205886,201664,14.64,101617,2756.3,145,3058.9,19133,1
26,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1157.33,75846934,23.17,6.69,70.14,52.43,5.06,121255493143558,191705,140269,140269,0.39,4.64,19,2277.42,10870,182178,150279,12.69,4100,1951.89,2063,2662.03,17530,4
27,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.67,119843905,13.88,9.74,76.38,58.14,4.76,241095819766979,128223,343079,343079,0.45,4.76,19,1807.99,32662,121619,119215,12.05,5677,1654.43,67,1748.81,9347,1
27,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.11,120069305,54.77,13.99,31.24,8.43,16.33,210967838865321,231317,709,711,0.66,6.68,19,3019.15,48,214633,210249,14.46,96512,2614.04,154,3200.54,19870,1
27,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1156.98,75823820,22.86,6.74,70.4,53.1,5.08,212275456410877,189233,139119,139119,0.39,4.65,19,2255.71,10801,179946,149468,12.25,4653,1919.68,1901,2605.54,17635,4
28,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.67,119843969,13.75,9.72,76.53,57.94,4.7,427232579492912,123498,351507,351508,0.43,4.75,19,1788.33,29818,117308,115041,12.2,5553,1631.89,73,1843.89,9943,1
28,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.11,120069468,57.72,14.02,28.26,5.81,15.31,324728355853518,227555,870,868,0.73,6.64,19,3223.27,57,211253,206931,14.08,100386,2729.48,165,3063.07,18391,1
28,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1156.67,75803226,22.34,7.04,70.62,55.39,4.92,361363208001231,173200,125755,125754,0.4,4.64,19,2085.77,9871,164694,137707,10.74,3853,1769.59,1609,2393.77,15388,4
29,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.67,119844034,13.6,9.82,76.59,58.39,4.62,385308487164943,124412,331112,331111,0.4,4.74,19,1801.92,27807,118204,115856,12.02,6105,1638.75,65,1865.17,10342,1
29,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.12,120069640,56.32,14.23,29.45,6.48,15.91,250411756913307,242412,668,667,0.66,6.72,19,3133.2,44,225012,220463,14.41,101351,2619.47,183,3293.76,20582,1
29,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1156.36,75783154,22.95,7.2,69.85,54.64,5.22,272262763233254,175585,126693,126693,0.43,4.65,19,2097.45,10083,166856,140267,10.64,4894,1763.77,1647,2337.09,16043,4
30,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.68,119844100,14.06,10.01,75.93,58.32,4.7,250059795606907,127952,277807,277806,0.4,4.74,19,1827.87,24417,121348,118940,11.68,5311,1653.79,71,1823.79,9831,1
30,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.12,120069828,53.38,15.26,31.36,7.09,16.3,17585025239738,236436,697,700,0.69,6.7,19,3268.44,44,219425,214824,15.24,102248,2705.92,194,3190.98,20753,1
30,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1156.09,75765498,21.5,7.74,70.76,56.47,4.77,462486712337945,158549,125233,125234,0.42,4.65,19,1925.41,9957,150655,126951,9.72,3801,1616.25,1577,2225.97,15407,4
31,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.68,119844176,13.7,9.56,76.74,59.96,4.58,298077521000805,126750,285655,285655,0.41,4.74,19,1798.66,25259,120206,117705,11.05,5192,1621.73,77,1776.57,9776,1
31,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.12,120070032,55.74,14.23,30.03,6.76,15.37,118243660377513,233828,736,736,0.74,6.63,19,3361.87,46,216752,212223,14.59,107070,2768.44,205,3231.62,20061,1
31,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1155.83,75748738,24.27,8.51,67.22,52.66,5.41,34842331236764.3,157601,133077,133076,0.44,4.66,19,1897.06,10756,149569,126959,9.93,4337,1582.55,1490,2114.38,14751,4
32,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.68,119844251,14.35,9.74,75.91,57.46,4.84,107630642594826,131367,344639,344641,0.43,4.75,19,1854.5,31754,124751,122176,12.3,5489,1665.42,75,1794.06,9671,1
32,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.13,120070249,57.1,13.85,29.05,6.97,16.25,189722160391020,231930,640,640,0.7,6.68,19,3050.51,40,215075,210510,13.89,95180,2502.94,218,3153.78,21080,1
32,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1155.58,75731876,22.88,8.32,68.8,53.2,5.41,283050081916612,163306,171524,171525,0.46,4.66,19,1987.77,14083,155100,132104,10.73,4452,1647.21,1593,2209.38,16109,4
33,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.68,119844317,14.02,9.91,76.07,57.72,4.77,275861233709452,127406,396791,396790,0.45,4.76,19,1810.91,35776,120876,118383,12.01,5069,1622.23,68,1777.19,9719,1
33,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.13,120070490,56.78,14.3,28.92,6.52,16.39,284382199401633,241787,656,656,0.67,6.76,19,3111.3,41,224283,219627,14.1,95119,2534.73,242,3184.87,20719,1
33,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1155.34,75716670,22.68,8.67,68.65,54.36,5.26,253766026349112,151903,158831,158830,0.46,4.66,19,1860.85,13289,144252,123493,9.72,4210,1538.04,1443,2079.51,14697,4
34,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.68,119844388,13.4,10.21,76.39,59.06,4.63,381545699477967,124616,381901,381900,0.45,4.75,19,1781.43,35079,118363,116012,11.45,5308,1588.22,71,1778.34,9901,1
34,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.13,120070714,58.82,13.5,27.67,6,14.58,424545734852890,224807,716,716,0.71,6.67,19,3262.95,43,208368,203984,13.56,101715,2640.33,232,3157.66,21487,1
34,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1155.1,75700811,22.05,8.21,69.74,54.11,5.22,310952317423432,162435,170771,170772,0.46,4.66,19,1997.04,14272,154431,132509,10.6,4162,1644.21,1569,2246.47,16192,4
35,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.68,119844460,13.66,9.86,76.49,59.98,4.42,143022300729169,118483,376455,376456,0.44,4.75,19,1694.2,35907,112386,110208,10.72,4570,1507.8,73,1713.22,9875,1
35,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.14,120070979,57.91,13.76,28.33,6.4,15.53,161941414668053,232414,654,652,0.73,6.67,19,3162.75,40,215696,211129,13.68,97815,2544.53,267,3101.11,20562,1
35,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1154.85,75684409,22.52,7.97,69.51,52.47,5.52,311265416738247,174737,182157,182157,0.49,4.67,19,2132.68,15270,166005,143144,11.77,4195,1748.67,1652,2314,17161,4
36,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.68,119844533,13.54,9.93,76.53,60.27,4.53,9285853679068.13,121754,377912,377911,0.44,4.75,19,1737.12,35627,115494,113159,10.72,4623,1538.93,74,1725.38,9726,1
36,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.14,120071236,59.33,13.18,27.49,6.24,16.07,48673117599233,235399,610,612,0.65,6.75,19,3017.46,40,218606,214075,13.33,93867,2419.06,257,3219,20729,1
36,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1154.63,75670055,22.61,9.03,68.36,52.92,5.46,20647938646701.7,157914,170600,170600,0.48,4.67,19,1963.49,13941,149921,129837,10.41,4573,1606.42,1458,2225.22,15533,4
37,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.68,119844615,13.33,9.84,76.83,60.16,4.41,99776910652361.2,119499,386846,386846,0.43,4.75,19,1710.04,35329,113394,111053,10.87,4963,1511.66,84,1730.71,9667,1
37,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.15,120071527,57.07,14.43,28.5,6.06,15.65,85917209194976.9,234448,661,659,0.72,6.72,19,3287.12,40,217647,213081,13.96,100113,2607.11,294,3103.96,21164,1
37,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1154.4,75654515,23.39,8.38,68.23,51.82,5.65,319741358564040,174562,146997,146996,0.46,4.66,19,2184.05,11402,165699,143999,11.33,5279,1781.87,1558,2474.26,17362,4
38,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.68,119844667,14.14,10.52,75.35,61.08,4.04,403613518614667,112004,332036,332037,0.44,4.75,19,1580.92,33376,106195,104026,9.19,3768,1389.17,59,1569.04,8968,1
38,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.15,120071799,57.14,14.08,28.78,6.8,15.28,70697609170453,235206,644,645,0.71,6.72,19,3183.66,40,218034,213538,13.84,96583,2520.88,276,3194.08,20829,1
38,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1154.17,75639540,23.53,8.43,68.05,51.31,5.89,129175341623199,179494,137053,137054,0.45,4.66,19,2240.46,10575,170412,149154,11.63,5170,1812.72,1681,2503.55,18223,4
39,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.69,119844746,14.13,10.02,75.84,59.62,4.52,60684037368620.2,120422,380913,380913,0.44,4.76,19,1714.56,35406,114296,112037,10.63,4548,1501.13,79,1709.18,10268,1
39,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.15,120072109,56.13,14.54,29.34,6.28,15.27,82178495735542.4,235033,785,783,0.78,6.64,19,3389.64,71,217744,213341,14.43,101427,2658.32,312,3217.16,21512,1
39,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1153.94,75624560,24.05,8.54,67.42,50.86,6.08,95926161687630.1,180453,135606,135606,0.48,4.67,19,2231.6,10589,171216,149771,11.46,5205,1798.6,1618,2393.52,17482,4
40,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.69,119844826,13.84,10.09,76.07,59.49,4.63,457778497087866,122969,370637,370637,0.44,4.76,19,1740.32,36168,116654,114266,10.83,6409,1520.85,80,1730.51,9571,1
40,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.16,120072469,57.97,13.86,28.17,6.31,16.35,348534078720313,240152,639,642,0.7,6.69,19,3123.32,43,222592,217946,13.73,94266,2447.04,361,3324.06,22429,1
40,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1153.73,75610598,23.32,8.92,67.76,51.74,5.72,258576660415740,176144,129287,129287,0.46,4.67,19,2210.69,10120,167232,146935,11.2,5395,1774.74,1634,2461.22,18293,4
41,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.69,119844897,14.04,9.93,76.03,58.79,4.66,386911514369056,124791,389356,389356,0.45,4.76,19,1777.8,37865,118314,115967,11.22,4828,1544.87,74,1757.78,10024,1
41,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.17,120072812,55.46,14.22,30.32,7.64,17.05,114612297213066,233965,608,608,0.65,6.73,19,3078.73,38,217081,212636,14.32,95771,2387.12,346,3190.07,21162,1
41,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1153.54,75598113,22.06,8.51,69.43,54.65,5.23,156008903369858,166403,121694,121694,0.45,4.66,19,2103.4,9614,158159,139625,10.11,5179,1681.8,1625,2339.58,17710,4
42,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.69,119844975,14.19,9.8,76.01,58.64,4.78,321138168361988,126460,456498,456498,0.47,4.77,19,1772.76,49493,119919,117498,11.25,5252,1534.8,81,1720.44,10497,1
42,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.17,120073196,58.7,13.88,27.42,5.8,15.94,226141898776402,243467,641,640,0.64,6.75,19,3277.97,40,225557,220882,13.55,97423,2531.22,384,3288.19,21521,1
42,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1153.34,75585489,23.65,8.51,67.84,52.1,5.62,8077655917339.35,170380,129436,129436,0.43,4.66,19,2161.59,10006,161795,143140,10.76,4953,1719.01,1595,2387.45,17591,4
43,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.69,119845059,13.77,10.17,76.05,58.28,4.76,36333306767760.1,121159,515186,515185,0.45,4.76,19,1740.57,50202,114892,112597,11.31,4727,1502.2,85,1788.56,10041,1
43,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.18,120073621,58.25,13.69,28.05,6.66,15.12,376064967127446,238825,639,640,0.65,6.72,19,3291.7,40,221506,216934,13.29,97646,2534.97,427,3269.63,22013,1
43,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1153.18,75575098,24.3,8.71,66.99,53.76,5.07,389036691389230,148187,107930,107930,0.43,4.66,19,1881.96,8569,140824,125289,8.88,4177,1495.06,1401,2055.91,15737,4
44,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.69,119845130,13.25,9.74,77.02,62.96,4,437532125070432,111113,390941,390942,0.45,4.77,19,1578.7,41827,105498,103345,9.04,3830,1360.21,71,1580.81,9551,1
44,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.18,120074076,59.63,13.9,26.47,5.54,15.31,312884904982514,240540,640,640,0.71,6.7,19,3316.67,40,223114,218524,13,96086,2534.66,457,3161.32,22778,1
44,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1153.01,75563546,24.13,9.13,66.74,50.55,5.85,53226457396772.4,169081,127992,127992,0.43,4.66,19,2154.98,9970,160693,143106,10.93,10697,1704.8,1645,2342.56,17861,4
45,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.69,119845230,13.87,9.47,76.67,60.92,4.47,28572837851727.2,121395,423766,423765,0.45,4.77,19,1725.5,41861,115053,112811,10.28,5075,1479.38,100,1717.56,10446,1
45,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.19,120074556,58.81,13.57,27.61,6.56,15.79,35903191788233.6,248550,609,606,0.66,6.78,19,3167.42,36,230488,225703,13.24,94130,2401.27,481,3278.78,22652,1
45,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1152.84,75552829,24.73,10.02,65.25,50.65,5.6,70683632379403.7,156634,117808,117808,0.4,4.65,19,2003.76,9114,148683,132403,9.95,5073,1578.29,1429,2241.57,17112,4
46,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.69,119845297,13.74,9.49,76.77,60.82,4.48,46802061944206.9,120824,428396,428397,0.45,4.76,19,1727.73,41253,114624,112349,10.41,4615,1479.5,67,1737.2,10415,1
46,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.2,120075082,55.92,14.43,29.64,7.46,16.73,449438690741903,237775,607,610,0.58,6.78,19,3192.32,40,220396,215826,13.98,95124,2415.85,528,3382.48,23582,1
46,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1152.7,75543319,21.33,8.6,70.08,57.55,4.77,48871880812848.7,144800,104589,104589,0.39,4.64,19,1852.7,8425,137643,122940,8.29,5408,1454.58,1375,2008.65,15441,4
47,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1828.7,119845370,14.33,9.92,75.75,58.49,4.74,312171686153213,126688,454420,454419,0.46,4.77,19,1784.77,44686,120110,117586,11.27,5011,1519.54,73,1753.51,10265,1
47,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.21,120075663,58.3,13.89,27.8,6.68,14.56,36564527649604.7,235792,636,636,0.62,6.72,19,3340.55,38,218872,214366,13.4,96740,2514.9,586,3221.41,23875,1
47,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1152.54,75533032,22.96,9.3,67.74,53.16,5.67,277428767882723,163245,117420,117421,0.43,4.66,19,2061.52,9640,155184,139242,9.82,4333,1613.48,1445,2127.08,16558,4
48,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.22,120076310,58.26,13.48,28.26,7.3,15.63,81425897772447.3,246964,606,605,0.58,6.78,19,3204.46,37,229322,224517,13.27,93693,2394.1,654,3298.77,23716,1
48,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1152.41,75524525,21.62,8.64,69.74,57.35,5.03,207830602501685,140649,101890,101889,0.42,4.65,19,1810.78,8186,133726,120127,8.2,4243,1413.86,1455,1971.81,15307,4
49,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.23,120076972,57.41,13.76,28.83,7.37,15.44,188971055016362,231433,626,627,0.63,6.73,19,3241.26,41,215016,210675,13.6,94728,2408.42,664,3102.29,22977,1
49,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1152.26,75514643,21.42,8.76,69.82,55.04,5.5,181977767785712,165764,121227,121227,0.42,4.65,19,2134.37,9682,157521,141730,10.07,4535,1656.59,1602,2300.58,17909,4
50,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.24,120077665,55.74,14.84,29.42,6.51,15.99,221573722872836,243578,628,628,0.62,6.69,19,3373.82,40,225973,221360,14.41,98866,2502.75,697,3399.11,24173,1
50,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1152.11,75504907,23.05,9.47,67.48,51.72,6.07,406838097793310,171979,130867,130866,0.43,4.66,19,2189.57,10285,163596,147794,10.66,4759,1694.33,1679,2304.28,18340,4
51,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.25,120078450,61.49,13.09,25.41,6.02,15.39,19363574177277.5,249102,587,587,0.59,6.79,19,3136.68,36,230892,226089,12.16,88537,2313.92,786,3187.07,23892,1
51,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1151.97,75495264,22.28,8.98,68.74,52.41,5.78,367615522977453,173214,135335,135335,0.41,4.65,19,2247.97,10379,164598,148979,11.26,5074,1734.91,1629,2459.13,19456,4
52,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.26,120079290,54.7,15.2,30.1,7.39,15.58,216354177826784,243782,629,629,0.62,6.73,19,3415.86,40,226018,221344,14.28,98964,2503.95,842,3336.59,24879,1
52,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1151.83,75486062,21.62,8.86,69.52,53.31,5.58,250037063859157,176244,133016,133017,0.39,4.65,19,2279.17,10445,167450,151919,11.36,4787,1751.24,1844,2452.32,19605,4
53,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.28,120080172,60.74,13.47,25.79,6.14,15.67,367082667217746,263975,587,584,0.48,6.9,19,3162.16,36,244859,239774,12.42,90046,2314.35,890,3489.44,25248,1
53,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1151.72,75478835,19.71,9.28,71.01,58.86,4.81,239577098931327,139892,99583,99583,0.39,4.65,19,1806.13,8207,132941,120841,8.02,3263,1382.5,1432,1931.78,15810,4
54,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.29,120081043,56.63,14.7,28.66,7.32,15.49,246472924055751,242706,615,616,0.54,6.86,19,3357.75,37,225097,220416,13.5,94541,2436.55,878,3204.24,23603,1
54,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1151.63,75472935,20.6,8.61,70.79,59.96,3.91,212099206597564,116236,76358,76358,0.38,4.65,19,1505.67,6276,110438,100440,6.24,2684,1148.6,1156,1618.94,13043,4
55,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1832.31,120082056,57.45,14.73,27.82,6.22,15.36,249841063065535,242837,606,608,0.5,6.82,19,3339.44,40,225098,220417,13.53,95369,2414.08,1015,3413.77,25800,1
55,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1151.53,75466652,21.33,9.16,69.52,59.22,4.29,339247562034828,124908,65214,65213,0.38,4.65,19,1612.23,5143,118812,108231,6.82,3084,1228.54,1231,1711.3,13647,4
