t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_contention_management,ycsb_read_ratio,ycsb_target_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
17,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3765866,0,0.997393,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44363,0.997393,3.33683,0,ycsb,0,0,0,0,0,0,0
18,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3758660,0,0.997359,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44313,0.997359,3.33237,0,ycsb,0,0,0,0,0,0,0
19,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3762191,0,0.99736,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44323,0.99736,3.33227,0,ycsb,0,0,0,0,0,0,0
20,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3434889,0,23.6324,0,0,0,0,0,8675178,5154.46,6230.09,42.6384,14.7683,2747.66,1.20868,23.6324,1.87594,0,ycsb,0,900,0,1035,0,0,0
21,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2452124,0,107.302,0,0,0,0,0,41409344,4968.24,5567.53,42.4984,14.7118,2613.54,1.12062,107.302,1.90096,0,ycsb,0,4604,0,5297,0,0,0
22,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2289320,0,111.443,0,0,0,0,0,46028918,5157.03,5573.39,41.474,14.7118,2437.68,1.08074,111.443,2.11555,0,ycsb,0,5062,0,5866,0,0,0
23,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2044064,0,119.283,0,0,0,0,0,55037275,5603.08,5577.44,40.6063,14.7364,2182.45,0.995424,119.283,2.56733,0,ycsb,0,6222,0,7266,0,0,0
24,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2029149,0,119.782,0,0,0,0,0,55521323,5621.66,5577.64,40.5872,14.7381,2172.18,0.992169,119.782,2.58803,0,ycsb,0,6126,0,7273,0,0,0
25,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2020544,0,119.794,0,0,0,0,0,55614534,5633.1,5577.74,40.629,14.7431,2168.67,0.990173,119.794,2.59749,0,ycsb,0,6221,0,7374,0,0,0
26,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2026556,0,119.809,0,0,0,0,0,55851238,5625.84,5574.69,40.4423,14.7327,2159.92,0.990908,119.809,2.60465,0,ycsb,0,6405,0,7348,0,0,0
27,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2007720,0,119.776,0,0,0,0,0,55478606,5622.28,5576.98,40.6701,14.7465,2174.02,0.991942,119.776,2.58613,0,ycsb,0,6268,0,7087,0,0,0
28,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2026178,0,119.808,0,0,0,0,0,55905747,5618.59,5575.73,40.4564,14.7333,2157.93,0.992371,119.808,2.60369,0,ycsb,0,6232,0,7337,0,0,0
29,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2011059,0,119.817,0,0,0,0,0,55622726,5616.73,5575.48,40.5385,14.7315,2169.09,0.992657,119.817,2.58944,0,ycsb,0,6192,0,7423,0,0,0
30,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1999854,0,119.803,0,0,0,0,0,55645998,5614.36,5574.26,40.5786,14.7302,2167.91,0.992857,119.803,2.58976,0,ycsb,0,6331,0,7336,0,0,0
31,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2017960,0,119.809,0,0,0,0,0,55974448,5612.24,5575.02,40.4046,14.7258,2155.02,0.993369,119.809,2.60426,0,ycsb,0,6299,0,7116,0,0,0
32,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2021479,0,119.814,0,0,0,0,0,55834795,5595.54,5557.32,40.399,14.6805,2160.45,0.993168,119.814,2.58999,0,ycsb,0,6197,0,7158,0,0,0
33,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2018592,0,119.813,0,0,0,0,0,55771275,5611.31,5574.65,40.5037,14.7313,2163.22,0.993467,119.813,2.59396,0,ycsb,0,6170,0,7351,0,0,0
34,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2024537,0,119.815,0,0,0,0,0,56232202,5597.8,5577.7,40.3436,14.7322,2145.46,0.99641,119.815,2.60914,0,ycsb,0,6271,0,7279,0,0,0
35,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2027069,0,119.834,0,0,0,0,0,56249042,5590.62,5573.95,40.3247,14.7259,2145.16,0.997017,119.834,2.60616,0,ycsb,0,6377,0,7499,0,0,0
36,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2030806,0,119.835,0,0,0,0,0,56330387,5581.14,5562.61,40.2492,14.6939,2141.91,0.996681,119.835,2.60569,0,ycsb,0,6346,0,7298,0,0,0
37,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2027445,0,119.834,0,0,0,0,0,56263704,5584.63,5571.64,40.2966,14.7173,2144.59,0.997675,119.834,2.60405,0,ycsb,0,6270,0,7294,0,0,0
38,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2026902,0,119.837,0,0,0,0,0,56276198,5587.18,5576.96,40.3033,14.729,2144.29,0.998172,119.837,2.6056,0,ycsb,0,6365,0,7478,0,0,0
39,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2021374,0,119.831,0,0,0,0,0,56172945,5591,5574.91,40.3507,14.7398,2148.14,0.997122,119.831,2.60272,0,ycsb,0,6382,0,7345,0,0,0
40,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2021631,0,119.84,0,0,0,0,0,56151354,5585.78,5574.23,40.3579,14.7385,2149.1,0.997933,119.84,2.59912,0,ycsb,0,6133,0,7254,0,0,0
41,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2040528,0,119.838,0,0,0,0,0,56662158,5534.84,5524.83,39.988,14.6021,2129.74,0.998192,119.838,2.59884,0,ycsb,0,6182,0,7355,0,0,0
42,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2025066,0,119.84,0,0,0,0,0,56257755,5574.52,5566.55,40.2746,14.7153,2144.76,0.998569,119.84,2.59914,0,ycsb,0,6279,0,7489,0,0,0
43,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2020131,0,119.84,0,0,0,0,0,56159429,5580.69,5575.4,40.3271,14.7429,2148.73,0.999051,119.84,2.5972,0,ycsb,0,6357,0,7456,0,0,0
44,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2019157,0,119.836,0,0,0,0,0,56111430,5580.49,5574.89,40.3495,14.7428,2150.42,0.998996,119.836,2.59507,0,ycsb,0,6412,0,7439,0,0,0
45,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2013161,0,119.827,0,0,0,0,0,56060826,5581.64,5575.39,40.3734,14.7434,2152.29,0.99888,119.827,2.59335,0,ycsb,0,6431,0,7502,0,0,0
46,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2014672,0,119.83,0,0,0,0,0,56031877,5581.66,5576.58,40.3788,14.7474,2153.36,0.999088,119.83,2.59208,0,ycsb,0,6376,0,7543,0,0,0
47,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2020663,0,119.84,0,0,0,0,0,56320095,5559.13,5558.07,40.1919,14.6937,2142.22,0.99981,119.84,2.59503,0,ycsb,0,6319,0,7393,0,0,0
48,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2015718,0,119.835,0,0,0,0,0,56034297,5580.49,5577.36,40.3984,14.7479,2153.38,0.99944,119.835,2.5915,0,ycsb,0,6190,0,7403,0,0,0
49,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2015951,0,119.834,0,0,0,0,0,56051703,5576.96,5575,40.381,14.7424,2152.79,0.999648,119.834,2.59058,0,ycsb,0,6556,0,7428,0,0,0
50,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2011406,0,119.836,0,0,0,0,0,56037727,5576.23,5575.36,40.3884,14.7429,2153.32,0.999844,119.836,2.5896,0,ycsb,0,6288,0,7288,0,0,0
51,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2015145,0,119.837,0,0,0,0,0,56095335,5575.23,5575.05,40.3658,14.7429,2151.11,0.999966,119.837,2.5918,0,ycsb,0,6125,0,7324,0,0,0
52,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2031700,0,119.831,0,0,0,0,0,56505351,5528.5,5526.59,40.0366,14.6133,2135.31,0.999653,119.831,2.58909,0,ycsb,0,6353,0,7357,0,0,0
53,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2011490,0,119.839,0,0,0,0,0,56003541,5570.94,5574.08,40.3835,14.7411,2154.73,1.00056,119.839,2.58544,0,ycsb,0,6232,0,7425,0,0,0
54,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2009691,0,119.834,0,0,0,0,0,55964852,5571.3,5574.99,40.3845,14.7422,2155.79,1.00066,119.834,2.58434,0,ycsb,0,6405,0,7315,0,0,0
55,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2006817,0,119.813,0,0,0,0,0,55963962,5571.28,5575.12,40.378,14.739,2155.37,1.00069,119.813,2.58484,0,ycsb,0,6335,0,7266,0,0,0
56,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2008937,0,119.836,0,0,0,0,0,55980135,5569.6,5576.83,40.3691,14.7385,2155.62,1.0013,119.836,2.58376,0,ycsb,0,6341,0,7473,0,0,0
57,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2016050,0,119.83,0,0,0,0,0,56179527,5539.76,5546.86,40.179,14.6584,2147.38,1.00128,119.83,2.57978,0,ycsb,0,6421,0,7413,0,0,0
58,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2005223,0,119.819,0,0,0,0,0,55897386,5565.72,5574.59,40.3865,14.7281,2158.5,1.00159,119.819,2.57852,0,ycsb,0,6310,0,7092,0,0,0
59,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2005029,0,119.834,0,0,0,0,0,55889709,5566.84,5575.31,40.3864,14.733,2158.91,1.00152,119.834,2.57855,0,ycsb,0,6323,0,7362,0,0,0
60,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2006261,0,119.833,0,0,0,0,0,55924590,5565.43,5574.6,40.3515,14.7353,2157.64,1.00165,119.833,2.57941,0,ycsb,0,6144,0,7314,0,0,0
61,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2011624,0,119.836,0,0,0,0,0,56187483,5531.76,5542.01,40.148,14.6478,2147.3,1.00185,119.836,2.57615,0,ycsb,0,6260,0,7383,0,0,0
62,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2002365,0,119.836,0,0,0,0,0,55869612,5560.61,5572.73,40.3772,14.7244,2159.55,1.00218,119.836,2.57489,0,ycsb,0,6279,0,7258,0,0,0
63,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2002192,0,119.834,0,0,0,0,0,55833965,5562.78,5574.86,40.3983,14.7416,2161.3,1.00217,119.834,2.57381,0,ycsb,0,6298,0,7309,0,0,0
64,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2002770,0,119.84,0,0,0,0,0,55878566,5559.86,5575.07,40.3668,14.7383,2159.73,1.00274,119.84,2.57433,0,ycsb,0,6354,0,7349,0,0,0
65,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1999958,0,119.834,0,0,0,0,0,55814688,5560.08,5574.49,40.3898,14.7355,2161.9,1.00259,119.834,2.57185,0,ycsb,0,6364,0,7396,0,0,0
66,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1997519,0,119.835,0,0,0,0,0,55867388,5550.72,5565.78,40.3271,14.7028,2159.56,1.00271,119.835,2.5703,0,ycsb,0,6231,0,7371,0,0,0
67,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,2007013,0,119.834,0,0,0,0,0,55999263,5537.06,5549.41,40.2267,14.6706,2154.49,1.00223,119.834,2.57001,0,ycsb,0,6184,0,7486,0,0,0
68,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1997183,0,119.825,0,0,0,0,0,55741643,5560.06,5576.87,40.4249,14.7487,2164.91,1.00302,119.825,2.56827,0,ycsb,0,6161,0,7169,0,0,0
69,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1999540,0,119.837,0,0,0,0,0,55838859,5555.06,5574.54,40.3661,14.7492,2161.42,1.00351,119.837,2.5701,0,ycsb,0,6094,0,7390,0,0,0
70,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1996989,0,119.834,0,0,0,0,0,55739870,5558.23,5574.45,40.4274,14.7557,2165.08,1.00292,119.834,2.56722,0,ycsb,0,6358,0,7330,0,0,0
71,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1998943,0,119.817,0,0,0,0,0,55781646,5551.09,5566.96,40.3673,14.7382,2162.89,1.00286,119.817,2.56652,0,ycsb,0,6220,0,7527,0,0,0
72,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1991654,0,119.837,0,0,0,0,0,55712908,5559.05,5577.56,40.4418,14.7657,2166.15,1.00333,119.837,2.56632,0,ycsb,0,6350,0,7324,0,0,0
73,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1993105,0,119.833,0,0,0,0,0,55834771,5553.93,5573.89,40.3915,14.7565,2161.38,1.00359,119.833,2.56962,0,ycsb,0,6310,0,7284,0,0,0
74,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1996894,0,119.831,0,0,0,0,0,55744041,5556.73,5574.55,40.4365,14.758,2164.78,1.00321,119.831,2.56688,0,ycsb,0,6367,0,7437,0,0,0
75,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1994889,0,119.835,0,0,0,0,0,55690523,5555.26,5574.57,40.4358,14.7589,2167,1.00347,119.835,2.56357,0,ycsb,0,6305,0,7138,0,0,0
76,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1996683,0,119.835,0,0,0,0,0,55763284,5545.78,5565.61,40.365,14.7346,2163.71,1.00358,119.835,2.56309,0,ycsb,0,6289,0,7296,0,0,0
77,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1989759,0,119.835,0,0,0,0,0,55676675,5555.48,5577.49,40.4405,14.7662,2167.34,1.00396,119.835,2.56327,0,ycsb,0,6242,0,7309,0,0,0
78,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1994730,0,119.834,0,0,0,0,0,55709916,5555.42,5574.52,40.4295,14.7602,2166.03,1.00344,119.834,2.56479,0,ycsb,0,6102,0,7263,0,0,0
0,120,1,1,4,6,200,100,0.9,0,0,50,100,1.52588e-05,100,0,0,0,0,0,0,0,0,100,0,0,96807,0,1.12784,0,0,0,1,0,0,inf,inf,inf,inf,inf,0.42712,1.12784,0.759038,0,ycsb,0,0,0,0,0,0,0
1,120,1,1,4,6,200,100,0.9,0,0,50,100,15.6881,100,0,0,0,0,0,0,0,0,91.9124,0,0,1283942,0,118.032,0,0,0,1028160,0,0,inf,inf,inf,inf,inf,1.49207,118.032,2.63732,0,ycsb,0,0,105061,0,0,0,0
2,120,1,1,4,6,200,100,0.9,0,0,50,100,33.7569,100,0,0,0,0,0,0,0,0,82.5956,0,0,1085654,0,119.887,0,0,0,1184166,0,0,inf,inf,inf,inf,inf,2.00408,119.887,2.67213,0,ycsb,0,0,5463,0,0,0,0
3,120,1,1,4,6,200,100,0.9,0,0,50,100,51.9139,100,0,0,0,0,0,0,0,0,73.2333,0,0,1072328,0,119.876,0,0,0,1189937,0,0,inf,inf,inf,inf,inf,2.00303,119.876,2.67196,0,ycsb,0,0,6559,0,0,0,0
4,120,1,1,4,6,200,100,0.9,0,0,50,100,70.1742,100,0,0,0,0,0,0,0,0,63.818,0,0,1072946,0,119.879,0,0,0,1196691,0,0,inf,inf,inf,inf,inf,2.00445,119.879,2.67133,0,ycsb,0,0,5250,0,0,0,0
5,120,1,1,4,6,200,100,0.9,0,0,50,100,88.2891,100,0,0,0,0,0,0,0,0,54.4775,0,0,1073109,0,119.875,0,0,0,1187191,0,0,inf,inf,inf,inf,inf,1.99204,119.875,2.67256,0,ycsb,0,0,11920,0,0,0,0
6,120,1,1,4,6,200,100,0.9,0,0,50,100,106.221,100,0,0,0,0,0,0,0,0,45.231,0,0,1110332,0,119.88,0,0,0,1175200,0,0,inf,inf,inf,inf,inf,1.9494,119.88,2.68661,0,ycsb,0,0,33389,0,0,0,0
7,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3575304,0,9.44252,0,0,0,66297,0,0,inf,inf,inf,inf,inf,1.4646,9.44252,3.07974,0,ycsb,0,0,94020,0,0,0,0
8,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3767193,0,0.997386,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44302,0.997386,3.3396,0,ycsb,0,0,0,0,0,0,0
9,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3762510,0,0.997378,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44258,0.997378,3.33596,0,ycsb,0,0,0,0,0,0,0
10,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3760652,0,0.99746,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44319,0.99746,3.33505,0,ycsb,0,0,0,0,0,0,0
11,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3762358,0,0.997406,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44321,0.997406,3.3356,0,ycsb,0,0,0,0,0,0,0
12,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3762409,0,0.997388,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44305,0.997388,3.33559,0,ycsb,0,0,0,0,0,0,0
13,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3767309,0,0.997422,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44283,0.997422,3.33817,0,ycsb,0,0,0,0,0,0,0
14,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3767692,0,0.99741,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44266,0.99741,3.33755,0,ycsb,0,0,0,0,0,0,0
15,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3762360,0,0.997426,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44243,0.997426,3.33646,0,ycsb,0,0,0,0,0,0,0
16,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3760266,0,0.997427,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44349,0.997427,3.33591,0,ycsb,0,0,0,0,0,0,0
17,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3764465,0,0.997362,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44279,0.997362,3.33628,0,ycsb,0,0,0,0,0,0,0
18,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3767374,0,0.997341,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44263,0.997341,3.33573,0,ycsb,0,0,0,0,0,0,0
19,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3769138,0,0.997414,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44385,0.997414,3.33817,0,ycsb,0,0,0,0,0,0,0
20,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,3652484,0,17.0201,0,0,0,0,0,811123,39002.5,17831.6,64.0026,17.6313,21186.5,0.457191,17.0201,1.84091,0,ycsb,0,517299,0,769375,0,0,0
21,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2768601,0,118.882,0,0,0,0,0,5394635,41653.8,9709.9,61.5602,17.8476,22242.2,0.233109,118.882,1.87274,0,ycsb,0,3689504,0,5495241,0,0,0
22,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2753962,0,119.9,0,0,0,0,0,5478558,45350.5,9982.53,62.2111,18.0096,22063.6,0.22012,119.9,2.05545,0,ycsb,0,4060792,0,5700661,0,0,0
23,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2775992,0,119.918,0,0,0,0,0,6122040,63145.9,11004.1,65.1751,19.0994,19735.4,0.174265,119.918,3.19963,0,ycsb,0,6349091,0,6811373,0,0,0
24,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2773139,0,119.905,0,0,0,0,0,6539970,61747.3,10937.8,56.3184,19.0731,18470.4,0.177138,119.905,3.34303,0,ycsb,0,6527463,0,7411587,0,0,0
25,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2805682,0,119.926,0,0,0,0,0,6282458,64602.6,11049.2,50.1888,19.2722,19465.7,0.171033,119.926,3.3188,0,ycsb,0,6605516,0,7210513,0,0,0
26,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2765630,0,119.922,0,0,0,0,0,6227566,64852.8,11114,50.4424,19.2659,19400.5,0.171372,119.922,3.34285,0,ycsb,0,6537074,0,7140222,0,0,0
27,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2768922,0,119.928,0,0,0,0,0,6219974,64918.5,11110.6,50.5164,19.264,19424,0.171147,119.928,3.34217,0,ycsb,0,6516882,0,7129796,0,0,0
28,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2769610,0,119.922,0,0,0,0,0,6221960,64896,11108.1,50.4797,19.261,19416.9,0.171168,119.922,3.34225,0,ycsb,0,6530734,0,7123903,0,0,0
29,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2771647,0,119.927,0,0,0,0,0,6218171,64936.4,11117.2,50.5171,19.2893,19429.4,0.171201,119.927,3.34217,0,ycsb,0,6546906,0,7119303,0,0,0
30,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2769819,0,119.921,0,0,0,0,0,6230791,64800.9,11106.5,50.5225,19.2828,19389.1,0.171394,119.921,3.34213,0,ycsb,0,6506042,0,7154204,0,0,0
31,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2770695,0,119.927,0,0,0,0,0,6222537,64890.7,11114,50.5602,19.2922,19416.3,0.171272,119.927,3.34207,0,ycsb,0,6498443,0,7166821,0,0,0
32,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2765837,0,119.925,0,0,0,0,0,6231670,64801.1,11106.7,50.4705,19.2905,19387.1,0.171397,119.925,3.34249,0,ycsb,0,6523534,0,7148718,0,0,0
33,120,1,1,4,6,200,100,0.9,0,0,50,100,107.233,100,0,0,0,0,0,0,0,0,44.7078,0,0,2770241,0,119.927,0,0,0,0,0,6229621,64823.8,11110.1,50.5385,19.2915,19395.7,0.171389,119.927,3.34218,0,ycsb,0,6512074,0,7169726,0,0,0
